Expected Kalman,Expected X,Expected Y
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
1,1.8,4
